Code,Family,Species,Sex,Location,Total_body_length,Prosoma_length,Prosoma_width,Prosoma_height,Tibia_I_length,Fang_length
PC3A1N1,Oxyopidae,Oxyopes_lineatus,male,Iberian Pen.,4.660,2.330,1.800,1.550,2.440,0.250
PC3S1N1,Oxyopidae,Oxyopes_lineatus,male,Iberian Pen.,5.000,_,_,_,_,_
PC4A2N1,Oxyopidae,Oxyopes_lineatus,male,Iberian Pen.,4.380,_,_,_,_,_
PC4B1N1,Oxyopidae,Oxyopes_lineatus,male,Iberian Pen.,4.780,_,_,_,_,_
PO2S2D1,Oxyopidae,Oxyopes_lineatus,male,Iberian Pen.,4.190,_,_,_,_,_
PC3S1N1,Oxyopidae,Oxyopes_lineatus,female,Iberian Pen.,"5,94*",_,_,_,_,_
PC4A1N1,Oxyopidae,Oxyopes_lineatus,female,Iberian Pen.,5.130,_,_,_,_,_
PC4S2D1,Oxyopidae,Oxyopes_lineatus,female,Iberian Pen.,6.960,_,_,_,_,_
PC4B2D1,Oxyopidae,Oxyopes_lineatus,female,Iberian Pen.,5.560,_,_,_,_,_
PC4S1D1,Oxyopidae,Oxyopes_lineatus,female,Iberian Pen.,5.560,2.750,1.950,1.560,2.500,0.340
PC1A1N2,Oxyopidae,Oxyopes_nigripalpis,male,Iberian Pen.,4.950,_,_,_,_,_
PC2B1N1,Oxyopidae,Oxyopes_nigripalpis,male,Iberian Pen.,4.750,_,_,_,_,_
PS1S1N2,Oxyopidae,Oxyopes_nigripalpis,male,Iberian Pen.,4.100,_,_,_,_,_
PS1B2D1,Oxyopidae,Oxyopes_nigripalpis,male,Iberian Pen.,4.150,1.850,1.350,0.850,2.000,0.220
PM1S2D1,Oxyopidae,Oxyopes_nigripalpis,male,Iberian Pen.,4.700,_,_,_,_,_
PM1S2D1,Oxyopidae,Oxyopes_nigripalpis,female,Iberian Pen.,6.800,_,_,_,_,_
PC2S1D1,Oxyopidae,Oxyopes_nigripalpis,female,Iberian Pen.,5.840,2.800,2.000,1.580,2.560,0.370
PC2S2D1,Oxyopidae,Oxyopes_nigripalpis,female,Iberian Pen.,5.760,_,_,_,_,_
PS2B1N1,Oxyopidae,Oxyopes_nigripalpis,female,Iberian Pen.,4.800,_,_,_,_,_
PS2A1N2,Oxyopidae,Oxyopes_nigripalpis,female,Iberian Pen.,6.920,_,_,_,_,_
PA1PB,Thomisidae,Ozyptila_atomaria,female,Iberian Pen.,5.900,2.570,2.370,1.190,1.170,0.240
44S,Theridiidae,Paidiscura_orotavensis,male,Madeira,1.647,0.706,0.588,0.147,0.824,0.106
S01,Theridiidae,Paidiscura_orotavensis,female,Madeira,1.618,_,_,_,_,_
S01,Theridiidae,Paidiscura_orotavensis,female,Madeira,2.029,_,_,_,_,_
S04,Theridiidae,Paidiscura_orotavensis,female,Madeira,1.794,_,_,_,_,_
S04,Theridiidae,Paidiscura_orotavensis,female,Madeira,1.794,_,_,_,_,_
S04,Theridiidae,Paidiscura_orotavensis,female,Madeira,1.853,0.735,0.618,0.176,0.706,0.091
PA1B1N2,Theridiidae,Paidiscura_pallens,male,Iberian Pen.,1.280,0.630,0.590,_,_,_
PA2B1D1,Theridiidae,Paidiscura_pallens,male,Iberian Pen.,1.330,0.610,0.590,_,_,_
PP1S1D1,Theridiidae,Paidiscura_pallens,male,Iberian Pen.,1.390,0.660,0.590,_,_,_
PP1S1N1,Theridiidae,Paidiscura_pallens,male,Iberian Pen.,1.370,0.700,0.600,_,_,_
PP1S2D1,Theridiidae,Paidiscura_pallens,male,Iberian Pen.,1.390,0.650,0.600,0.290,0.670,0.130
PA2B1D1,Theridiidae,Paidiscura_pallens,female,Iberian Pen.,_,0.560,0.540,_,_,_
PC4B1D1,Theridiidae,Paidiscura_pallens,female,Iberian Pen.,1.550,0.660,0.520,_,_,_
PM2B1N2,Theridiidae,Paidiscura_pallens,female,Iberian Pen.,1.530,1.330,1.180,_,_,_
PO2S2D1,Theridiidae,Paidiscura_pallens,female,Iberian Pen.,1.270,0.620,0.530,_,_,_
PP1A2N1,Theridiidae,Paidiscura_pallens,female,Iberian Pen.,1.620,0.570,0.880,0.260,0.420,0.130
PA2PG,Linyphidae,Palliduphantes_cernuus,male,Iberian Pen.,1.540,0.710,0.620,_,_,_
PA2S1N1,Linyphidae,Palliduphantes_cernuus,male,Iberian Pen.,1.390,0.670,0.580,_,_,_
PO1PD,Linyphidae,Palliduphantes_cernuus,male,Iberian Pen.,_,0.770,0.630,_,_,_
PO1PL,Linyphidae,Palliduphantes_cernuus,male,Iberian Pen.,1.520,0.730,0.610,0.290,_,0.150
PO1PA,Linyphidae,Palliduphantes_cernuus,female,Iberian Pen.,1.770,0.760,0.630,_,_,_
PO1PA,Linyphidae,Palliduphantes_cernuus,female,Iberian Pen.,1.820,1.880,1.560,_,_,_
PP4PD,Linyphidae,Palliduphantes_cernuus,female,Iberian Pen.,1.570,0.730,0.630,0.230,_,0.140
PM1PK,Linyphidae,Palliduphantes_Linyphiidae20,female,Iberian Pen.,1.940,0.820,0.680,0.340,1.260,0.200
14681,Linyphiidae,Palliduphantes_rubens,male,Canary Is.,2.140,_,_,_,_,_
14692,Linyphiidae,Palliduphantes_rubens,male,Canary Is.,2.410,0.950,0.730,0.270,0.950,0.210
14692,Linyphiidae,Palliduphantes_rubens,female,Canary Is.,2.680,1.050,0.820,0.320,no tiene,0.230
20,Linyphiidae,Palliduphantes_schmitzi,male,Azores,1.227,0.636,0.568,0.205,0.955,0.106
20,Linyphiidae,Palliduphantes_schmitzi,male,Azores,1.545,0.773,0.659,0.250,1.136,0.152
20,Linyphiidae,Palliduphantes_schmitzi,male,Azores,1.750,0.727,0.659,0.250,1.068,0.197
20,Linyphiidae,Palliduphantes_schmitzi,male,Azores,1.795,0.727,0.705,0.295,1.114,0.182
20,Linyphiidae,Palliduphantes_schmitzi,male,Azores,1.591,0.773,0.682,0.295,1.068,0.136
20,Linyphiidae,Palliduphantes_schmitzi,female,Azores,1.545,0.659,0.614,0.182,1.045,0.167
20,Linyphiidae,Palliduphantes_schmitzi,female,Azores,1.614,0.659,0.591,0.182,1.023,0.167
20,Linyphiidae,Palliduphantes_schmitzi,female,Azores,1.795,0.727,0.614,0.205,1.159,0.167
20,Linyphiidae,Palliduphantes_schmitzi,female,Azores,1.909,0.750,0.659,0.273,1.091,0.182
20,Linyphiidae,Palliduphantes_schmitzi,female,Azores,1.682,0.750,0.614,0.273,1.068,0.167
PS1PK,Palpimanidae,Palpimanus_gibbulus,male,Iberian Pen.,7.200,3.560,2.910,2.200,2.040,0.370
PS1PH,Palpimanidae,Palpimanus_gibbulus,female,Iberian Pen.,6.960,3.200,2.470,2.320,1.450,0.380
PS1PL,Palpimanidae,Palpimanus_gibbulus,female,Iberian Pen.,8.600,_,_,_,_,_
PO2PK,Dysderidae,Parachtes_teruelis,male,Iberian Pen.,7.790,3.550,2.790,0.870,2.170,0.760
PO2PG,Dysderidae,Parachtes_teruelis,female,Iberian Pen.,9.230,3.710,2.850,_,_,_
PO2PK,Dysderidae,Parachtes_teruelis,female,Iberian Pen.,9.230,3.990,3.190,1.440,2.280,0.870
PA1PA,Linyphidae,Parapelecopsis_nemoralis,male,Iberian Pen.,1.550,0.690,0.510,_,_,_
PA1PA,Linyphidae,Parapelecopsis_nemoralis,male,Iberian Pen.,_,0.700,0.550,_,_,_
PA2PL,Linyphidae,Parapelecopsis_nemoralis,male,Iberian Pen.,_,0.720,0.530,0.390,0.310,0.090
PA1PA,Linyphidae,Parapelecopsis_nemoralis,female,Iberian Pen.,1.680,0.650,0.550,_,_,_
PM1PH,Linyphidae,Parapelecopsis_nemoralis,female,Iberian Pen.,1.540,0.720,0.610,_,_,_
PM1PH,Linyphidae,Parapelecopsis_nemoralis,female,Iberian Pen.,1.840,0.840,0.690,_,_,_
PM2PL,Linyphidae,Parapelecopsis_nemoralis,female,Iberian Pen.,1.980,0.830,0.680,0.340,0.440,0.170
PA2A1N2,Theridiidae,Parasteatoda_lunata,male,Iberian Pen.,2.740,1.250,1.050,_,_,_
PA2A2N2,Theridiidae,Parasteatoda_lunata,male,Iberian Pen.,2.380,1.130,1.050,_,_,_
PO1S1N1,Theridiidae,Parasteatoda_lunata,male,Iberian Pen.,2.520,1.220,1.060,0.400,1.390,0.200
PP1A1N2,Theridiidae,Parasteatoda_lunata,male,Iberian Pen.,2.600,1.290,1.090,_,_,_
PP1B1N2,Theridiidae,Parasteatoda_lunata,male,Iberian Pen.,2.260,1.080,1.020,_,_,_
PA1G2N1,Theridiidae,Parasteatoda_lunata,female,Iberian Pen.,3.390,1.700,1.470,0.410,1.800,0.240
PA2A1N1,Theridiidae,Parasteatoda_lunata,female,Iberian Pen.,3.800,1.570,1.320,_,_,_
PO2A2N2,Theridiidae,Parasteatoda_lunata,female,Iberian Pen.,3.700,1.500,1.260,_,_,_
PP2A2N2,Theridiidae,Parasteatoda_lunata,female,Iberian Pen.,3.730,1.490,1.260,_,_,_
PP3A2N1,Theridiidae,Parasteatoda_lunata,female,Iberian Pen.,3.720,1.490,1.350,_,_,_
17,Lycosidae,Pardosa_acorensis,male,Azores,4.647,2.706,1.882,1.000,1.941,0.471
17,Lycosidae,Pardosa_acorensis,male,Azores,5.353,2.824,1.941,1.118,2.059,0.559
17,Lycosidae,Pardosa_acorensis,male,Azores,6.412,3.059,2.118,0.882,2.176,0.500
17,Lycosidae,Pardosa_acorensis,male,Azores,6.353,3.118,2.294,1.176,2.235,0.618
17,Lycosidae,Pardosa_acorensis,male,Azores,6.176,3.471,2.412,1.294,2.412,0.588
17,Lycosidae,Pardosa_acorensis,female,Azores,6.412,3.588,3.000,1.353,_,0.647
17,Lycosidae,Pardosa_acorensis,female,Azores,5.647,3.294,2.588,1.294,2.118,0.618
17,Lycosidae,Pardosa_acorensis,female,Azores,6.706,3.471,2.765,1.471,2.294,0.676
17,Lycosidae,Pardosa_acorensis,female,Azores,6.941,3.059,2.294,1.059,2.059,0.559
17,Lycosidae,Pardosa_acorensis,female,Azores,6.529,3.059,2.235,1.235,2.294,0.735
PO1PC,Lycosidae,Pardosa_bifasciata,male,Iberian Pen.,4.450,2.380,1.620,1.220,1.630,0.300
PO1PC,Lycosidae,Pardosa_bifasciata,male,Iberian Pen.,4.150,_,_,_,_,_
PO1PC,Lycosidae,Pardosa_bifasciata,male,Iberian Pen.,4.750,_,_,_,_,_
PO1PC,Lycosidae,Pardosa_bifasciata,male,Iberian Pen.,4.180,_,_,_,_,_
PO1PC,Lycosidae,Pardosa_bifasciata,male,Iberian Pen.,4.900,_,_,_,_,_
PC1PF,Lycosidae,Pardosa_hortensis,female,Iberian Pen.,5.280,_,_,_,_,_
PC2PF,Lycosidae,Pardosa_hortensis,female,Iberian Pen.,5.810,_,_,_,_,_
PC2PI,Lycosidae,Pardosa_hortensis,female,Iberian Pen.,4.880,_,_,_,_,_
PS1PL,Lycosidae,Pardosa_hortensis,female,Iberian Pen.,5.160,2.720,2.080,1.750,2.130,0.420
PS1PJ,Lycosidae,Pardosa_hortensis,female,Iberian Pen.,4.940,_,_,_,_,_
PO1PG,Lycosidae,Pardosa_lugubris,male,Iberian Pen.,4.500,_,_,_,_,_
PO1PH,Lycosidae,Pardosa_lugubris,male,Iberian Pen.,4.480,_,_,_,_,_
PP2PI,Lycosidae,Pardosa_lugubris,male,Iberian Pen.,4.050,2.440,1.970,1.560,1.740,0.350
PP4PF,Lycosidae,Pardosa_lugubris,male,Iberian Pen.,5.000,_,_,_,_,_
PA2PK,Lycosidae,Pardosa_lugubris,male,Iberian Pen.,3.480,_,_,_,_,_
PO1S1D1,Lycosidae,Pardosa_lugubris,female,Iberian Pen.,4.680,_,_,_,_,_
PP1PL,Lycosidae,Pardosa_lugubris,female,Iberian Pen.,6.480,3.240,2.530,2.030,2.150,0.540
PP3PI,Lycosidae,Pardosa_lugubris,female,Iberian Pen.,5.960,_,_,_,_,_
PO2A2N1,Lycosidae,Pardosa_lugubris,female,Iberian Pen.,6.560,_,_,_,_,_
PA2PG,Lycosidae,Pardosa_lugubris,female,Iberian Pen.,5.600,_,_,_,_,_
PP2PC,Lycosidae,Pardosa_nigriceps,male,Iberian Pen.,5.500,3.080,2.150,1.720,1.930,0.420
PP4PL,Lycosidae,Pardosa_nigriceps,male,Iberian Pen.,5.030,_,_,_,_,_
PC1PG,Lycosidae,Pardosa_proxima,male,Iberian Pen.,3.420,_,_,_,_,_
PC1PJ,Lycosidae,Pardosa_proxima,male,Iberian Pen.,4.200,_,_,_,_,_
PC1PK,Lycosidae,Pardosa_proxima,male,Iberian Pen.,3.920,_,_,_,_,_
PC1PL,Lycosidae,Pardosa_proxima,male,Iberian Pen.,3.440,_,_,_,_,_
PC2PE,Lycosidae,Pardosa_proxima,male,Iberian Pen.,3.760,2.300,1.630,1.300,1.080,0.330
36S,Lycosidae,Pardosa_proxima,male,Madeira,4.000,2.045,1.591,0.773,1.136,0.212
PC1PK,Lycosidae,Pardosa_proxima,female,Iberian Pen.,4.970,_,_,_,_,_
PC4PF,Lycosidae,Pardosa_proxima,female,Iberian Pen.,5.810,_,_,_,_,_
PC4S1D1,Lycosidae,Pardosa_proxima,female,Iberian Pen.,6.960,_,_,_,_,_
PC4PH,Lycosidae,Pardosa_proxima,female,Iberian Pen.,6.060,_,_,_,_,_
PC3PI,Lycosidae,Pardosa_proxima,female,Iberian Pen.,6.000,3.300,2.500,1.780,1.670,0.520
36S,Lycosidae,Pardosa_proxima,female,Madeira,5.909,3.091,2.455,0.864,1.864,0.409
PP4S1N1,Lycosidae,Pardosa_pullata,female,Iberian Pen.,4.950,2.750,1.980,1.750,1.360,0.420
PC4PD,Linyphidae,Pelecopsis_bucephala,male,Iberian Pen.,_,1.060,0.750,_,_,_
PA1PH,Linyphidae,Pelecopsis_monsantensis,female,Iberian Pen.,2.350,0.940,0.820,0.460,0.540,0.120
PA2PC,Linyphidae,Pelecopsis_monsantensis,female,Iberian Pen.,_,0.990,0.880,_,_,_
PO2PF,Salticidae,Pellenes_nigrociliatus,male,Iberian Pen.,3.430,1.480,1.160,0.730,0.630,0.240
PP1S1D1,Philodromidae,Philodromus_albidus,male,Iberian Pen.,3.320,1.530,1.360,0.880,1.560,0.170
PO1B1D1,Philodromidae,Philodromus_albidus,female,Iberian Pen.,3.550,1.530,1.570,0.870,1.430,0.170
PO1B1N1,Philodromidae,Philodromus_albidus,female,Iberian Pen.,3.300,_,_,_,_,_
PO1B2D1,Philodromidae,Philodromus_albidus,female,Iberian Pen.,"3,45*",_,_,_,_,_
PP1B1D1,Philodromidae,Philodromus_albidus,female,Iberian Pen.,4.180,_,_,_,_,_
PP1S1D1,Philodromidae,Philodromus_albidus,female,Iberian Pen.,3.900,_,_,_,_,_
PP4A2N1,Philodromidae,Philodromus_aureolus,male,Iberian Pen.,4.500,2.180,2.090,1.340,2.720,0.230
PO1B1D1,Philodromidae,Philodromus_aureolus,male,Iberian Pen.,4.560,_,_,_,_,_
PA2B2D1,Philodromidae,Philodromus_aureolus,male,Iberian Pen.,4.590,_,_,_,_,_
PA1B1N1,Philodromidae,Philodromus_aureolus,male,Iberian Pen.,4.250,_,_,_,_,_
PA1B1N2,Philodromidae,Philodromus_aureolus,male,Iberian Pen.,4.190,_,_,_,_,_
PP1B1D1,Philodromidae,Philodromus_aureolus,female,Iberian Pen.,5.340,2.080,1.980,1.370,1.650,0.270
PO1B1D1,Philodromidae,Philodromus_aureolus,female,Iberian Pen.,5.630,_,_,_,_,_
PA2B1N2,Philodromidae,Philodromus_aureolus,female,Iberian Pen.,5.000,_,_,_,_,_
PA2A1N2,Philodromidae,Philodromus_aureolus,female,Iberian Pen.,5.630,_,_,_,_,_
PA1B1D1,Philodromidae,Philodromus_aureolus,female,Iberian Pen.,5.000,_,_,_,_,_
PS1B1D1,Philodromidae,Philodromus_buchari,male,Iberian Pen.,4.350,1.980,2.000,1.230,2.250,_
PS2S1D1,Philodromidae,Philodromus_buchari,male,Iberian Pen.,4.500,2.280,2.180,1.270,_,0.230
PP4B1D1,Philodromidae,Philodromus_buchari,female,Iberian Pen.,_,_,_,_,_,_
PS1B1D1,Philodromidae,Philodromus_buchari,female,Iberian Pen.,_,2.250,2.080,1.380,1.800,0.270
PS1B1N1,Philodromidae,Philodromus_buchari,female,Iberian Pen.,4.850,_,_,_,_,_
PS2S1D1,Philodromidae,Philodromus_buchari,female,Iberian Pen.,5.380,_,_,_,_,_
PM2PG,Philodromidae,Philodromus_buxi,male,Iberian Pen.,4.600,2.280,2.230,1.300,2.780,0.280
PS1B1N1,Philodromidae,Philodromus_buxi,male,Iberian Pen.,4.550,_,_,_,_,_
PS2B1D1,Philodromidae,Philodromus_buxi,female,Iberian Pen.,7.320,_,_,_,_,_
PS2B2D1,Philodromidae,Philodromus_buxi,female,Iberian Pen.,5.160,_,_,_,_,_
PC1B1N2,Philodromidae,Philodromus_buxi,female,Iberian Pen.,5.400,2.340,2.200,1.430,1.980,0.280
PC2A2N2,Philodromidae,Philodromus_buxi,female,Iberian Pen.,5.280,_,_,_,_,_
PC4B1N1,Philodromidae,Philodromus_buxi,female,Iberian Pen.,6.080,_,_,_,_,_
PO1S1N2,Philodromidae,Philodromus_dispar,male,Iberian Pen.,4.400,_,_,_,_,_
PA2A1N1,Philodromidae,Philodromus_dispar,male,Iberian Pen.,4.300,_,_,_,_,_
PA2S1N2,Philodromidae,Philodromus_dispar,male,Iberian Pen.,4.300,2.180,2.050,1.120,2.440,0.330
PP1PA,Philodromidae,Philodromus_dispar,male,Iberian Pen.,4.130,_,_,_,_,_
PP1S1N1,Philodromidae,Philodromus_dispar,male,Iberian Pen.,4.180,_,_,_,_,_
PS2S1N1,Philodromidae,Philodromus_dispar,female,Iberian Pen.,4.940,2.130,1.900,1.300,1.860,0.200
PP2S1N2,Philodromidae,Philodromus_dispar,female,Iberian Pen.,5.690,_,_,_,_,_
PP2S2D1,Philodromidae,Philodromus_dispar,female,Iberian Pen.,4.840,_,_,_,_,_
PO1S1N1,Philodromidae,Philodromus_dispar,female,Iberian Pen.,4.030,_,_,_,_,_
PA1S2D1,Philodromidae,Philodromus_dispar,female,Iberian Pen.,5.190,_,_,_,_,_
PC1S2D1,Philodromidae,Philodromus_emarginatus,male,Iberian Pen.,4.600,2.180,2.200,1.180,_,0.270
PC1B1N2,Philodromidae,Philodromus_emarginatus,female,Iberian Pen.,4.250,_,_,_,_,_
PC1S1D1,Philodromidae,Philodromus_emarginatus,female,Iberian Pen.,5.130,_,_,_,_,_
PC1S2D1,Philodromidae,Philodromus_emarginatus,female,Iberian Pen.,4.720,2.230,2.200,1.170,1.840,0.250
PA2S2D1,Philodromidae,Philodromus_fuscolimbatus,male,Iberian Pen.,4.250,_,_,_,_,_
PS1B1N1,Philodromidae,Philodromus_fuscolimbatus,male,Iberian Pen.,3.900,1.800,1.750,0.580,2.080,0.230
PC1B2D1,Philodromidae,Philodromus_fuscolimbatus,male,Iberian Pen.,3.750,1.700,_,_,_,_
PM2PL,Philodromidae,Philodromus_fuscolimbatus,male,Iberian Pen.,3.550,1.800,_,_,_,_
PO1S1N2,Philodromidae,Philodromus_fuscolimbatus,male,Iberian Pen.,4.250,1.850,_,_,_,_
PC1A1N1,Philodromidae,Philodromus_fuscolimbatus,female,Iberian Pen.,4.200,_,_,_,_,_
PM1PC,Philodromidae,Philodromus_fuscolimbatus,female,Iberian Pen.,4.350,1.680,1.650,0.630,1.630,0.220
PO1S2D1,Philodromidae,Philodromus_fuscolimbatus,female,Iberian Pen.,3.900,_,_,_,_,_
PS1S1D1,Philodromidae,Philodromus_fuscolimbatus,female,Iberian Pen.,5.440,_,_,_,_,_
PA2S2D1,Philodromidae,Philodromus_fuscolimbatus,female,Iberian Pen.,4.100,_,_,_,_,_
S01,Philodromidae,Philodromus_insulanus,female,Madeira,5.364,1.955,1.909,0.273,1.727,0.197
PC2B2D1,Philodromidae,Philodromus_lividus,male,Iberian Pen.,3.950,_,_,_,_,_
PC1A1N1,Philodromidae,Philodromus_lividus,male,Iberian Pen.,4.300,_,_,_,_,_
PC1S1N2,Philodromidae,Philodromus_lividus,male,Iberian Pen.,4.200,_,_,_,_,_
PM2B2D1,Philodromidae,Philodromus_lividus,male,Iberian Pen.,4.250,1.900,1.850,0.580,3.130,0.250
PM1S1N2,Philodromidae,Philodromus_lividus,male,Iberian Pen.,4.750,_,_,_,_,_
PC3B2D1,Philodromidae,Philodromus_lividus,female,Iberian Pen.,5.000,_,_,_,_,_
PC3S1D1,Philodromidae,Philodromus_lividus,female,Iberian Pen.,4.940,_,_,_,_,_
PC4S1N2,Philodromidae,Philodromus_lividus,female,Iberian Pen.,3.880,1.800,1.750,0.450,1.850,0.250
PM2S1N2,Philodromidae,Philodromus_lividus,female,Iberian Pen.,3.690,_,_,_,_,_
PM2A2N1,Philodromidae,Philodromus_lividus,female,Iberian Pen.,3.750,_,_,_,_,_
PC1B1N1,Philodromidae,Philodromus_Philodromidae18,female,Iberian Pen.,6.880,_,_,_,_,_
PC1B1N2,Philodromidae,Philodromus_Philodromidae18,female,Iberian Pen.,7.400,_,_,_,_,_
PO2S2D1,Philodromidae,Philodromus_Philodromidae18,female,Iberian Pen.,6.160,_,_,_,_,_
PS1B2D1,Philodromidae,Philodromus_Philodromidae18,female,Iberian Pen.,6.560,_,_,_,_,_
PS2A1N2,Philodromidae,Philodromus_Philodromidae18,female,Iberian Pen.,6.800,2.550,2.380,1.660,2.100,0.300
PP2A1N2,Philodromidae,Philodromus_pinetorum,female,Iberian Pen.,6.680,2.640,2.660,1.620,_,0.330
PC4B1N1,Philodromidae,Philodromus_praedatus,male,Iberian Pen.,3.700,_,_,_,_,_
PC4B1N1,Philodromidae,Philodromus_praedatus,male,Iberian Pen.,3.650,_,_,_,_,_
PC4S1N2,Philodromidae,Philodromus_praedatus,male,Iberian Pen.,4.130,2.130,2.030,1.200,2.500,0.220
PC1B1N1,Philodromidae,Philodromus_praedatus,male,Iberian Pen.,_,_,_,_,_,_
PC2B1D1,Philodromidae,Philodromus_praedatus,male,Iberian Pen.,4.380,_,_,_,_,_
PP4B1N1,Philodromidae,Philodromus_praedatus,female,Iberian Pen.,4.330,_,_,_,_,_
PC1B1D1,Philodromidae,Philodromus_praedatus,female,Iberian Pen.,4.350,1.780,1.820,1.300,1.400,0.200
PC1B1N2,Philodromidae,Philodromus_praedatus,female,Iberian Pen.,"4,34*",_,_,_,_,_
PC2A2N2,Philodromidae,Philodromus_praedatus,female,Iberian Pen.,4.600,_,_,_,_,_
PC2B2D1,Philodromidae,Philodromus_praedatus,female,Iberian Pen.,4.200,_,_,_,_,_
PC4S1N1,Philodromidae,Philodromus_rufus,female,Iberian Pen.,3.780,_,_,_,_,_
PO2B1N2,Philodromidae,Philodromus_rufus,female,Iberian Pen.,4.310,_,_,_,_,_
PP2B1D1,Philodromidae,Philodromus_rufus,female,Iberian Pen.,4.750,1.860,1.740,1.130,1.580,0.240
PP4B1D1,Philodromidae,Philodromus_rufus,female,Iberian Pen.,5.380,_,_,_,_,_
PP4B1N1,Philodromidae,Philodromus_rufus,female,Iberian Pen.,4.880,_,_,_,_,_
PP1PD,Salticidae,Phlegra_fasciata,male,Iberian Pen.,5.440,2.760,1.860,1.110,0.780,1.000
PO1PA,Theridiidae,Pholcomma_gibbum,male,Iberian Pen.,1.380,0.550,0.550,0.310,0.480,0.100
PO1PE,Theridiidae,Pholcomma_gibbum,male,Iberian Pen.,_,0.650,0.620,_,_,_
PO1PI,Theridiidae,Pholcomma_gibbum,male,Iberian Pen.,_,0.620,0.610,_,_,_
13069,Theridiidae,Pholcomma_gibbum,male,Canary Is.,_,0.530,_,_,_,_
13089A,Theridiidae,Pholcomma_gibbum,male,Canary Is.,1.320,_,_,_,_,_
13089A,Theridiidae,Pholcomma_gibbum,male,Canary Is.,1.290,0.560,0.560,0.240,0.560,0.080
13150B,Theridiidae,Pholcomma_gibbum,male,Canary Is.,1.180,_,_,_,_,_
13150B,Theridiidae,Pholcomma_gibbum,male,Canary Is.,_,0.530,_,_,_,_
PP2PB,Theridiidae,Pholcomma_gibbum,female,Iberian Pen.,_,0.530,0.520,0.260,0.450,0.070
5429B,Theridiidae,Pholcomma_gibbum,female,Canary Is.,1.180,_,_,_,_,_
5429B,Theridiidae,Pholcomma_gibbum,female,Canary Is.,1.260,0.530,0.560,0.180,0.620,0.080
5429B,Theridiidae,Pholcomma_gibbum,female,Canary Is.,1.210,_,_,_,_,_
5429B,Theridiidae,Pholcomma_gibbum,female,Canary Is.,1.240,_,_,_,_,_
5429B,Theridiidae,Pholcomma_gibbum,female,Canary Is.,1.380,_,_,_,_,_
11142,Pholcidae,Pholcus_gomerae,male,Canary Is.,5.640,1.500,1.570,0.210,14.070,0.180
11935,Pholcidae,Pholcus_gomerae,female,Canary Is.,7.140,2.070,1.860,0.360,_,0.180
11935,Pholcidae,Pholcus_gomerae,female,Canary Is.,4.290,_,_,_,_,_
S02,Pholcidae,Pholcus_madeirensis,male,Madeira,4.353,1.353,1.412,0.235,7.176,0.152
S02,Pholcidae,Pholcus_madeirensis,female,Madeira,4.882,1.294,1.294,0.353,8.176,0.152
PO2A2N1,Pholcidae,Pholcus_opilionoides,male,Iberian Pen.,3.850,1.150,1.130,0.820,_,0.120
PA2A2N2,Pholcidae,Pholcus_opilionoides,female,Iberian Pen.,4.530,1.380,1.270,0.980,_,0.080
PC3A2N2,Theridiidae,Phoroncidia_paradoxa,female,Iberian Pen.,_,0.810,0.770,_,_,_
PO2A2N2,Theridiidae,Phoroncidia_paradoxa,female,Iberian Pen.,2.490,0.760,0.700,0.350,0.590,0.110
PC1PB,Phrurolithidae,Phrurolinillus_lisboensis,male,Iberian Pen.,2.960,_,_,_,_,_
PC1PE,Phrurolithidae,Phrurolinillus_lisboensis,male,Iberian Pen.,2.450,_,_,_,_,_
PC1PJ,Phrurolithidae,Phrurolinillus_lisboensis,male,Iberian Pen.,2.820,1.100,0.890,0.640,0.920,0.200
PC1PC,Phrurolithidae,Phrurolinillus_lisboensis,female,Iberian Pen.,3.520,_,_,_,_,_
PC1PK,Phrurolithidae,Phrurolinillus_lisboensis,female,Iberian Pen.,"3,33*",_,_,_,_,_
PC1PL,Phrurolithidae,Phrurolinillus_lisboensis,female,Iberian Pen.,3.480,1.350,1.120,0.770,1.170,0.200
PS1PK,Phrurolithidae,Phrurolinillus_tibialis,male,Iberian Pen.,2.760,1.080,0.920,0.650,0.820,0.180
PS1PK,Phrurolithidae,Phrurolinillus_tibialis,male,Iberian Pen.,2.680,_,_,_,_,_
PS1PL,Phrurolithidae,Phrurolinillus_tibialis,male,Iberian Pen.,2.580,_,_,_,_,_
PS1PL,Phrurolithidae,Phrurolinillus_tibialis,male,Iberian Pen.,2.940,_,_,_,_,_
PS2PI,Phrurolithidae,Phrurolinillus_tibialis,male,Iberian Pen.,3.080,_,_,_,_,_
PS1PG,Phrurolithidae,Phrurolinillus_tibialis,female,Iberian Pen.,3.040,_,_,_,_,_
PS1PJ,Phrurolithidae,Phrurolinillus_tibialis,female,Iberian Pen.,3.280,1.270,1.030,0.650,1.140,0.230
PP2PI,Phrurolithidae,Phrurolithus_festivus,male,Iberian Pen.,_,_,_,_,_,_
PA1PE,Phrurolithidae,Phrurolithus_festivus,male,Iberian Pen.,2.720,_,_,_,_,_
PA1PF,Phrurolithidae,Phrurolithus_festivus,male,Iberian Pen.,2.590,_,_,_,_,_
PA1PI,Phrurolithidae,Phrurolithus_festivus,male,Iberian Pen.,2.660,_,_,_,_,_
PA1PJ,Phrurolithidae,Phrurolithus_festivus,male,Iberian Pen.,2.670,1.200,1.030,0.730,0.830,0.200
PA1G2N1,Phrurolithidae,Phrurolithus_festivus,female,Iberian Pen.,2.740,_,_,_,_,_
